E_COMMODITY,E_COMMODITY_SDESC,CTY_CODE,Aug,Sep,Oct
02,MEAT AND EDIBLE MEAT OFFAL,0014,191250682.0,180583220.0,210867595.0
02,MEAT AND EDIBLE MEAT OFFAL,0022,117345623.0,88591382.0,122639501.0
02,MEAT AND EDIBLE MEAT OFFAL,0026,192857239.0,181370698.0,211451555.0
02,MEAT AND EDIBLE MEAT OFFAL,5520,756058.0,359471.0,583960.0
02,MEAT AND EDIBLE MEAT OFFAL,5650,3646939.0,1435307.0,1570443.0
02,MEAT AND EDIBLE MEAT OFFAL,5800,65118514.0,41879389.0,58951738.0
02,MEAT AND EDIBLE MEAT OFFAL,5820,9697961.0,5284218.0,6301037.0
02,MEAT AND EDIBLE MEAT OFFAL,5880,51435047.0,45715853.0,60989159.0
02,MEAT AND EDIBLE MEAT OFFAL,5XXX,192351541.0,181365560.0,209406560.0
0201,"MEAT OF BOVINE ANIMALS, FRESH OR CHILLED",0022,32487507.0,6927690.0,38389092.0
0201,"MEAT OF BOVINE ANIMALS, FRESH OR CHILLED",5800,32340998.0,6784451.0,28051039.0
0201,"MEAT OF BOVINE ANIMALS, FRESH OR CHILLED",5880,146509.0,143239.0,10338053.0
020120,"MEAT, BOVINE CUTS WITH BONE IN, FRESH OR CHILLED",0014,4395533.0,772433.0,2754114.0
020120,"MEAT, BOVINE CUTS WITH BONE IN, FRESH OR CHILLED",0022,4395533.0,434527.0,2025948.0
020120,"MEAT, BOVINE CUTS WITH BONE IN, FRESH OR CHILLED",0026,4395533.0,772433.0,2754114.0
020120,"MEAT, BOVINE CUTS WITH BONE IN, FRESH OR CHILLED",5800,4395533.0,434527.0,2009964.0
020120,"MEAT, BOVINE CUTS WITH BONE IN, FRESH OR CHILLED",5XXX,4395533.0,782333.0,2754114.0
020130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",0022,28091974.0,6493163.0,36363144.0
020130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",5800,27945465.0,6349924.0,26041075.0
020130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",5880,146509.0,143239.0,10322069.0
0202,"MEAT OF BOVINE ANIMALS, FROZEN",5520,670792.0,166798.0,443298.0
0202,"MEAT OF BOVINE ANIMALS, FROZEN",5650,1621457.0,933913.0,964946.0
0202,"MEAT OF BOVINE ANIMALS, FROZEN",5820,8433980.0,3523735.0,4002846.0
020220,"MEAT, BOVINE CUTS WITH BONE IN, FROZEN",0027,310239.0,231734.0,283282.0
020220,"MEAT, BOVINE CUTS WITH BONE IN, FROZEN",5520,34059.0,4751.0,41308.0
020220,"MEAT, BOVINE CUTS WITH BONE IN, FROZEN",5820,1075269.0,2708.0,379991.0
020230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",5520,636733.0,162047.0,401990.0
020230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",5650,1621457.0,933913.0,964946.0
020230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",5820,7358711.0,3521027.0,3622855.0
0203,"MEAT OF SWINE (PORK), FRESH, CHILLED OR FROZEN",0014,21878195.0,18890619.0,26011233.0
0203,"MEAT OF SWINE (PORK), FRESH, CHILLED OR FROZEN",0022,10972994.0,8632197.0,17640539.0
0203,"MEAT OF SWINE (PORK), FRESH, CHILLED OR FROZEN",0026,21884304.0,18934902.0,26011233.0
0203,"MEAT OF SWINE (PORK), FRESH, CHILLED OR FROZEN",0027,1785798.0,410515.0,755368.0
0203,"MEAT OF SWINE (PORK), FRESH, CHILLED OR FROZEN",5650,1401569.0,366232.0,506677.0
0203,"MEAT OF SWINE (PORK), FRESH, CHILLED OR FROZEN",5800,2984154.0,2923596.0,5051652.0
0203,"MEAT OF SWINE (PORK), FRESH, CHILLED OR FROZEN",5880,7916806.0,5494213.0,9890283.0
0203,"MEAT OF SWINE (PORK), FRESH, CHILLED OR FROZEN",5XXX,21812270.0,18720514.0,23312629.0
020321,"CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN",0014,561492.0,350934.0,665165.0
020321,"CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN",0026,561492.0,350934.0,665165.0
020321,"CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN",5700,561492.0,350934.0,630377.0
020321,"CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN",5XXX,561492.0,350934.0,665165.0
020329,"MEAT OF SWINE, NESOI, FROZEN",0014,20628529.0,17638161.0,20546904.0
020329,"MEAT OF SWINE, NESOI, FROZEN",0022,10492356.0,7984767.0,12973729.0
020329,"MEAT OF SWINE, NESOI, FROZEN",0026,20634638.0,17682444.0,20546904.0
020329,"MEAT OF SWINE, NESOI, FROZEN",0027,1785798.0,410515.0,755368.0
020329,"MEAT OF SWINE, NESOI, FROZEN",5650,1401569.0,366232.0,506677.0
020329,"MEAT OF SWINE, NESOI, FROZEN",5800,2640814.0,2276166.0,5051652.0
020329,"MEAT OF SWINE, NESOI, FROZEN",5XXX,20562604.0,17468056.0,17848300.0
0206,"ED OFFAL, BOVINE, SWINE, SHEEP, GOAT, HORSE, ETC.",0014,19268936.0,17002335.0,20180772.0
0206,"ED OFFAL, BOVINE, SWINE, SHEEP, GOAT, HORSE, ETC.",0022,8551902.0,7975988.0,12086510.0
0206,"ED OFFAL, BOVINE, SWINE, SHEEP, GOAT, HORSE, ETC.",0026,19631529.0,17007375.0,20180772.0
0206,"ED OFFAL, BOVINE, SWINE, SHEEP, GOAT, HORSE, ETC.",5880,7784047.0,7326132.0,11177890.0
0206,"ED OFFAL, BOVINE, SWINE, SHEEP, GOAT, HORSE, ETC.",5XXX,19368599.0,17215668.0,20395931.0
020621,"TONGUES OF BOVINE ANIMALS, EDIBLE, FROZEN",0014,5124666.0,5083134.0,6210897.0
020621,"TONGUES OF BOVINE ANIMALS, EDIBLE, FROZEN",0022,5116909.0,5083134.0,6210897.0
020621,"TONGUES OF BOVINE ANIMALS, EDIBLE, FROZEN",0026,5139036.0,5083134.0,6210897.0
020621,"TONGUES OF BOVINE ANIMALS, EDIBLE, FROZEN",5880,5116909.0,5083134.0,6210897.0
020621,"TONGUES OF BOVINE ANIMALS, EDIBLE, FROZEN",5XXX,5139036.0,5083134.0,6210897.0
020629,"OFFAL OF BOVINE ANIMALS, EDIBLE, NESOI, FROZEN",5880,1919521.0,1380299.0,1598623.0
020649,"OFFAL OF SWINE EXCEPT LIVERS, EDIBLE, FROZEN",0022,991397.0,835090.0,1266548.0
0207,"MEAT & ED OFFAL OF POULTRY, FRESH, CHILL OR FROZEN",5700,2281221.0,1156197.0,1383212.0
020714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), FROZEN",0014,2370439.0,1268251.0,1429406.0
020714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), FROZEN",0026,2370439.0,1268251.0,1429406.0
020714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), FROZEN",5700,2281221.0,1076997.0,1383212.0
020714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), FROZEN",5XXX,2377289.0,1268251.0,1429406.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",0022,838095.0,402583.0,2038626.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",0026,4955662.0,1707597.0,3094577.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",0027,364872.0,16000.0,244959.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",5830,1437626.0,184573.0,348857.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",0026,592764.0,52880.0,1734503.0
030341,ALBACORE/LONGFINNED TUNAS EX FILLET/LVR/ROE FROZEN,0026,429562.0,10000.0,1729202.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",0014,462347.0,254681.0,366404.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",0026,462347.0,254681.0,366404.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",5880,50861.0,24686.0,98092.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",5XXX,462347.0,254681.0,366404.0
030471,"COD FILLETS, FROZEN",0022,37029.0,24686.0,49372.0
030471,"COD FILLETS, FROZEN",5880,37029.0,24686.0,49372.0
030481,"PACIFIC, ATLANTIC AND DANUBE SALMON FILLETS FROZEN",0014,71574.0,35787.0,39861.0
030481,"PACIFIC, ATLANTIC AND DANUBE SALMON FILLETS FROZEN",0026,71574.0,35787.0,39861.0
030481,"PACIFIC, ATLANTIC AND DANUBE SALMON FILLETS FROZEN",5830,71574.0,35787.0,39861.0
030481,"PACIFIC, ATLANTIC AND DANUBE SALMON FILLETS FROZEN",5XXX,71574.0,35787.0,39861.0
0307,MOLLUSCS,0022,256756.0,169600.0,198912.0
04,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,0017,1143944.0,451111.0,1338271.0
04,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,0021,3665818.0,1009612.0,2720631.0
04,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,0024,2521874.0,558501.0,1382360.0
04,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,0028,908248.0,383611.0,1038079.0
04,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,2470,235696.0,67500.0,300192.0
04,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,2XXX,1202902.0,623174.0,1338271.0
04,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,3010,434137.0,75000.0,1325812.0
04,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,3XXX,1421762.0,91713.0,1325812.0
04,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,5250,1130644.0,434863.0,1481888.0
04,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,5490,137871.0,127617.0,274451.0
04,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,5520,4444316.0,3785440.0,4876007.0
040120,"MILK/CREAM NT CNCTRD/SWT, FAT CONTENT OV 1% NOV-6%",0026,95559.0,85614.0,1380301.0
040120,"MILK/CREAM NT CNCTRD/SWT, FAT CONTENT OV 1% NOV-6%",5XXX,95559.0,85614.0,1380301.0
0402,"MILK AND CREAM, CONCENTRATED OR SWEETENED",0017,860604.0,52878.0,639618.0
0402,"MILK AND CREAM, CONCENTRATED OR SWEETENED",0021,3002034.0,594666.0,2021978.0
0402,"MILK AND CREAM, CONCENTRATED OR SWEETENED",0024,2141430.0,541788.0,1382360.0
0402,"MILK AND CREAM, CONCENTRATED OR SWEETENED",0028,624908.0,52878.0,639618.0
0402,"MILK AND CREAM, CONCENTRATED OR SWEETENED",2XXX,860604.0,134223.0,639618.0
0402,"MILK AND CREAM, CONCENTRATED OR SWEETENED",3010,434137.0,75000.0,1325812.0
0402,"MILK AND CREAM, CONCENTRATED OR SWEETENED",3XXX,1041318.0,75000.0,1325812.0
0402,"MILK AND CREAM, CONCENTRATED OR SWEETENED",5520,4316755.0,3694238.0,4710066.0
040210,"MLK & CRM,CNTD,SWT,POWDR,GRAN/SOLIDS,NOV 1.5% FAT",0017,860604.0,52878.0,639618.0
040210,"MLK & CRM,CNTD,SWT,POWDR,GRAN/SOLIDS,NOV 1.5% FAT",0021,3002034.0,594666.0,2021978.0
040210,"MLK & CRM,CNTD,SWT,POWDR,GRAN/SOLIDS,NOV 1.5% FAT",0024,2141430.0,541788.0,1382360.0
040210,"MLK & CRM,CNTD,SWT,POWDR,GRAN/SOLIDS,NOV 1.5% FAT",0028,624908.0,52878.0,639618.0
040210,"MLK & CRM,CNTD,SWT,POWDR,GRAN/SOLIDS,NOV 1.5% FAT",2XXX,860604.0,134223.0,639618.0
040210,"MLK & CRM,CNTD,SWT,POWDR,GRAN/SOLIDS,NOV 1.5% FAT",3010,434137.0,75000.0,1325812.0
040210,"MLK & CRM,CNTD,SWT,POWDR,GRAN/SOLIDS,NOV 1.5% FAT",3XXX,1041318.0,75000.0,1325812.0
040210,"MLK & CRM,CNTD,SWT,POWDR,GRAN/SOLIDS,NOV 1.5% FAT",5520,4316755.0,3694238.0,4710066.0
040221,MLK/CREAM CNCTRD NT SWTN PWD/OTH SOLIDS OV 1.5% FA,0027,100000.0,50000.0,100690.0
0404,"WHEY & MILK PRODUCTS, SWEETENED ETC. OR NOT, NESOI",0027,2405748.0,1030935.0,1401299.0
0404,"WHEY & MILK PRODUCTS, SWEETENED ETC. OR NOT, NESOI",5520,127561.0,77777.0,134091.0
0404,"WHEY & MILK PRODUCTS, SWEETENED ETC. OR NOT, NESOI",5570,576737.0,78578.0,344118.0
040410,WHEY & MODFD WHEY WHET/NT CNCNTRTD CNTG ADD SWEETN,0021,261331.0,234476.0,285373.0
040410,WHEY & MODFD WHEY WHET/NT CNCNTRTD CNTG ADD SWEETN,0027,2197573.0,924397.0,956920.0
040410,WHEY & MODFD WHEY WHET/NT CNCNTRTD CNTG ADD SWEETN,5520,127561.0,77777.0,134091.0
040410,WHEY & MODFD WHEY WHET/NT CNCNTRTD CNTG ADD SWEETN,5570,368562.0,78578.0,211368.0
040490,"PRODUCTS OF NATURAL MILK CONSTITUENTS, NESOI",0027,208175.0,106538.0,444379.0
0405,BUTTER AND OTHER FATS AND OILS DERIVED FROM MILK,5250,1130644.0,434863.0,1481888.0
0405,BUTTER AND OTHER FATS AND OILS DERIVED FROM MILK,5800,478158.0,216406.0,278378.0
040510,BUTTER,0014,515286.0,374942.0,586033.0
040510,BUTTER,0026,515286.0,374942.0,586033.0
040510,BUTTER,5250,1130644.0,434863.0,1481888.0
040510,BUTTER,5800,478158.0,216406.0,266909.0
040510,BUTTER,5XXX,1645930.0,809805.0,2067921.0
040610,CHEESE (UNRPND/UNCURD) FRSH INCL WHEY CHEESE CURD,0027,141187.0,30109.0,66225.0
040610,CHEESE (UNRPND/UNCURD) FRSH INCL WHEY CHEESE CURD,5700,162416.0,5695.0,222525.0
040610,CHEESE (UNRPND/UNCURD) FRSH INCL WHEY CHEESE CURD,5880,161001.0,73368.0,148563.0
040630,"CHEESE, PROCESSED, NOT GRATED OR POWDERED",0014,641017.0,309595.0,684462.0
040630,"CHEESE, PROCESSED, NOT GRATED OR POWDERED",0022,243865.0,30251.0,262632.0
040630,"CHEESE, PROCESSED, NOT GRATED OR POWDERED",0026,641017.0,309595.0,684462.0
040630,"CHEESE, PROCESSED, NOT GRATED OR POWDERED",5800,243865.0,30251.0,262632.0
040630,"CHEESE, PROCESSED, NOT GRATED OR POWDERED",5XXX,654525.0,309595.0,684462.0
0409,"HONEY, NATURAL",0022,220254.0,162645.0,213225.0
0409,"HONEY, NATURAL",5700,75835.0,30477.0,182346.0
0409,"HONEY, NATURAL",5800,184974.0,62500.0,92388.0
0409,"HONEY, NATURAL",5830,194386.0,148424.0,294096.0
040900,"HONEY, NATURAL",0022,220254.0,162645.0,213225.0
040900,"HONEY, NATURAL",5700,75835.0,30477.0,182346.0
040900,"HONEY, NATURAL",5800,184974.0,62500.0,92388.0
040900,"HONEY, NATURAL",5830,194386.0,148424.0,294096.0
05,"PRODUCTS OF ANIMAL ORIGIN, NESOI",0027,908668.0,389613.0,657317.0
05,"PRODUCTS OF ANIMAL ORIGIN, NESOI",5520,749848.0,275721.0,491249.0
0505,BIRD SKINS & OTHER FEATHERED PARTS AND DOWN,0014,576904.0,213889.0,266342.0
0505,BIRD SKINS & OTHER FEATHERED PARTS AND DOWN,5700,576904.0,213889.0,266342.0
0505,BIRD SKINS & OTHER FEATHERED PARTS AND DOWN,5XXX,908855.0,890692.0,1252750.0
050510,DOWN FOR STUFFING CLEANED/DISINFECT TREAT FOR PRES,0014,576904.0,213889.0,266342.0
050510,DOWN FOR STUFFING CLEANED/DISINFECT TREAT FOR PRES,0026,763124.0,220875.0,305753.0
050510,DOWN FOR STUFFING CLEANED/DISINFECT TREAT FOR PRES,0027,186220.0,6986.0,77879.0
050510,DOWN FOR STUFFING CLEANED/DISINFECT TREAT FOR PRES,5520,186220.0,6986.0,39411.0
050510,DOWN FOR STUFFING CLEANED/DISINFECT TREAT FOR PRES,5700,576904.0,213889.0,266342.0
050510,DOWN FOR STUFFING CLEANED/DISINFECT TREAT FOR PRES,5XXX,765975.0,729947.0,1187021.0
0511,"ANIMAL PRODUCTS NESOI; DEAD ANIMALS, INEDIBLE ETC.",0026,176453.0,53458.0,386109.0
0511,"ANIMAL PRODUCTS NESOI; DEAD ANIMALS, INEDIBLE ETC.",0027,176453.0,53458.0,386109.0
0511,"ANIMAL PRODUCTS NESOI; DEAD ANIMALS, INEDIBLE ETC.",5520,176453.0,53458.0,386109.0
0511,"ANIMAL PRODUCTS NESOI; DEAD ANIMALS, INEDIBLE ETC.",5XXX,176453.0,53458.0,386109.0
051199,"DEAD HORSES, SWINE ETC (INEDIBLE) & PRODUCTS NESOI",0026,176453.0,53458.0,386109.0
051199,"DEAD HORSES, SWINE ETC (INEDIBLE) & PRODUCTS NESOI",0027,176453.0,53458.0,386109.0
051199,"DEAD HORSES, SWINE ETC (INEDIBLE) & PRODUCTS NESOI",5520,176453.0,53458.0,386109.0
051199,"DEAD HORSES, SWINE ETC (INEDIBLE) & PRODUCTS NESOI",5XXX,176453.0,53458.0,386109.0
07,EDIBLE VEGETABLES & CERTAIN ROOTS & TUBERS,0023,196580.0,27755.0,449735.0
07,EDIBLE VEGETABLES & CERTAIN ROOTS & TUBERS,4XXX,196580.0,27755.0,449735.0
07,EDIBLE VEGETABLES & CERTAIN ROOTS & TUBERS,5590,28410.0,13440.0,47040.0
0712,"VEGETABLES, DRIED, WHOLE, CUT ETC., NO ADDED PREP",0022,298328.0,103910.0,613226.0
0712,"VEGETABLES, DRIED, WHOLE, CUT ETC., NO ADDED PREP",0023,142397.0,27755.0,449735.0
0712,"VEGETABLES, DRIED, WHOLE, CUT ETC., NO ADDED PREP",4XXX,142397.0,27755.0,449735.0
071290,"VEGETABLES NESOI & MIXTURES, DRIED, NO FURTH PREP",0022,266041.0,97453.0,613226.0
071290,"VEGETABLES NESOI & MIXTURES, DRIED, NO FURTH PREP",0023,110110.0,21298.0,449735.0
071290,"VEGETABLES NESOI & MIXTURES, DRIED, NO FURTH PREP",4XXX,110110.0,21298.0,449735.0
0713,"LEGUMINOUS VEGETABLES, DRIED SHELLED",0014,78572.0,22136.0,42277.0
0713,"LEGUMINOUS VEGETABLES, DRIED SHELLED",0026,78572.0,22136.0,42277.0
0713,"LEGUMINOUS VEGETABLES, DRIED SHELLED",5XXX,70136.0,22136.0,42277.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,0003,10898745.0,5362639.0,7918251.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,0022,30719038.0,24922423.0,29723447.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,0023,12806220.0,7133905.0,10086774.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,0025,9972325.0,4667311.0,7918251.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,0027,9238901.0,7345050.0,11448591.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,2470,463667.0,36356.0,90183.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,4039,278030.0,176000.0,446600.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,4210,1783618.0,759738.0,2031718.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,4231,528792.0,94600.0,104600.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,4279,1380720.0,134059.0,984720.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,4759,997470.0,341740.0,1175240.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,4XXX,13196720.0,7299345.0,11096432.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,5081,1311916.0,652242.0,1100230.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,5200,1359599.0,1055270.0,2714834.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,5520,4260970.0,1174807.0,2649759.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,5590,978110.0,829088.0,1706055.0
08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,5880,7172977.0,5916491.0,8954502.0
0801,"COCONUTS, BRAZIL NUTS & CASHEW NUTS, FRESH OR DRY",0022,5996.0,3672.0,5000.0
0801,"COCONUTS, BRAZIL NUTS & CASHEW NUTS, FRESH OR DRY",5800,5996.0,3672.0,5000.0
0802,"NUTS NESOI, FRESH OR DRIED",0003,10898745.0,5208090.0,7630351.0
0802,"NUTS NESOI, FRESH OR DRIED",0017,192130.0,67200.0,227780.0
0802,"NUTS NESOI, FRESH OR DRIED",0022,22182143.0,18206262.0,21561708.0
0802,"NUTS NESOI, FRESH OR DRIED",0023,12434248.0,6582580.0,9550119.0
0802,"NUTS NESOI, FRESH OR DRIED",0025,9972325.0,4512762.0,7630351.0
0802,"NUTS NESOI, FRESH OR DRIED",0027,5358343.0,1959912.0,2460474.0
0802,"NUTS NESOI, FRESH OR DRIED",0028,82700.0,67200.0,165380.0
0802,"NUTS NESOI, FRESH OR DRIED",2XXX,231070.0,67200.0,227780.0
0802,"NUTS NESOI, FRESH OR DRIED",4210,1783618.0,759738.0,1743818.0
0802,"NUTS NESOI, FRESH OR DRIED",4231,528792.0,94600.0,104600.0
0802,"NUTS NESOI, FRESH OR DRIED",4279,1380720.0,81400.0,984720.0
0802,"NUTS NESOI, FRESH OR DRIED",4759,997470.0,341740.0,1175240.0
0802,"NUTS NESOI, FRESH OR DRIED",4XXX,12824748.0,6748020.0,10559777.0
0802,"NUTS NESOI, FRESH OR DRIED",5200,1159399.0,1055270.0,2714834.0
0802,"NUTS NESOI, FRESH OR DRIED",5520,3490975.0,741962.0,1274618.0
0802,"NUTS NESOI, FRESH OR DRIED",5570,1346628.0,698750.0,709056.0
0802,"NUTS NESOI, FRESH OR DRIED",5830,630593.0,604351.0,1167792.0
0802,"NUTS NESOI, FRESH OR DRIED",5880,5331240.0,4046329.0,5313700.0
0802,"NUTS NESOI, FRESH OR DRIED",6XXX,119700.0,95844.0,630000.0
080211,"ALMONDS, FRESH OR DRIED, IN SHELL",0022,250360.0,72720.0,95040.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",0003,3791062.0,3094962.0,4241314.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",0017,82700.0,67200.0,227780.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",0022,11356498.0,10888727.0,13680833.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",0023,3871142.0,2929522.0,4812874.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",0025,3704382.0,2929522.0,4241314.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",0028,82700.0,67200.0,165380.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",2XXX,82700.0,67200.0,227780.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",4210,1581738.0,759738.0,1743818.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",4231,179520.0,94600.0,104600.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",4280,1090320.0,864864.0,1427800.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",4XXX,3998742.0,3094962.0,4996820.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",5081,238324.0,224642.0,402510.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",5700,1291259.0,1196765.0,2412989.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",5830,543233.0,314252.0,578341.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",5880,4551548.0,2673914.0,4151794.0
080212,"ALMONDS, FRESH OR DRIED, SHELLED",5XXX,15925371.0,13053832.0,16060909.0
080232,"WALNUTS, FRESH OR DRIED, SHELLED",0014,260760.0,175584.0,260352.0
080232,"WALNUTS, FRESH OR DRIED, SHELLED",0022,173400.0,87360.0,172128.0
080232,"WALNUTS, FRESH OR DRIED, SHELLED",0026,260760.0,175584.0,260352.0
080232,"WALNUTS, FRESH OR DRIED, SHELLED",5XXX,260760.0,175584.0,260352.0
080251,"PISTACHIOS, IN SHELL, FRESH OR DRIED",0003,6258431.0,1710708.0,3389037.0
080251,"PISTACHIOS, IN SHELL, FRESH OR DRIED",0022,8022716.0,3439156.0,6377457.0
080251,"PISTACHIOS, IN SHELL, FRESH OR DRIED",0023,7069011.0,2386768.0,3841245.0
080251,"PISTACHIOS, IN SHELL, FRESH OR DRIED",0025,5418691.0,1180820.0,3389037.0
080251,"PISTACHIOS, IN SHELL, FRESH OR DRIED",0027,5081143.0,941350.0,1732734.0
080251,"PISTACHIOS, IN SHELL, FRESH OR DRIED",4700,600551.0,338360.0,1425485.0
080251,"PISTACHIOS, IN SHELL, FRESH OR DRIED",4759,833790.0,341740.0,844800.0
080251,"PISTACHIOS, IN SHELL, FRESH OR DRIED",4XXX,7331911.0,2386768.0,4666957.0
080251,"PISTACHIOS, IN SHELL, FRESH OR DRIED",5520,3282400.0,114400.0,1274618.0
080251,"PISTACHIOS, IN SHELL, FRESH OR DRIED",5880,369750.0,307400.0,833012.0
080252,"PISTACHIOS, SHELLED, FRESH OR DRIED",5XXX,1523197.0,964680.0,1888180.0
080290,"NUTS NESOI, FRESH OR DRIED, SHELLED OR NOT",5700,69600.0,18198.0,22792.0
0804,"DATES, FIGS, PINEAPPLES, AVOCADOS ETC, FR OR DRIED",0022,408437.0,95295.0,540075.0
0804,"DATES, FIGS, PINEAPPLES, AVOCADOS ETC, FR OR DRIED",0023,139790.0,52659.0,536655.0
0804,"DATES, FIGS, PINEAPPLES, AVOCADOS ETC, FR OR DRIED",4XXX,139790.0,52659.0,536655.0
080410,"DATES, FRESH OR DRIED",0022,408437.0,95295.0,536655.0
080410,"DATES, FRESH OR DRIED",0023,139790.0,52659.0,536655.0
080410,"DATES, FRESH OR DRIED",4XXX,139790.0,52659.0,536655.0
0806,"GRAPES, FRESH OR DRIED",5520,769995.0,432845.0,1375141.0
0806,"GRAPES, FRESH OR DRIED",5650,74475.0,68550.0,448268.0
0806,"GRAPES, FRESH OR DRIED",5800,469717.0,263500.0,562720.0
080610,"GRAPES, FRESH",5520,769995.0,432845.0,1136791.0
080610,"GRAPES, FRESH",5650,74475.0,68550.0,358268.0
080610,"GRAPES, FRESH",5800,429500.0,263500.0,562720.0
080620,"GRAPES, DRIED (INCLUDING RAISINS)",0026,385279.0,340516.0,426771.0
080620,"GRAPES, DRIED (INCLUDING RAISINS)",0027,125680.0,65936.0,328350.0
080620,"GRAPES, DRIED (INCLUDING RAISINS)",5830,34469.0,7536.0,60000.0
080620,"GRAPES, DRIED (INCLUDING RAISINS)",5XXX,385279.0,340516.0,426771.0
0808,"APPLES, PEARS AND QUINCES, FRESH",6414,9331.0,4860.0,5411.0
0808,"APPLES, PEARS AND QUINCES, FRESH",6XXX,9331.0,4860.0,5411.0
0810,"FRUIT NESOI, FRESH",0014,11880.0,9440.0,476331.0
0810,"FRUIT NESOI, FRESH",0022,11880.0,9440.0,400000.0
0810,"FRUIT NESOI, FRESH",0026,11880.0,9440.0,529328.0
