I_COMMODITY,I_COMMODITY_SDESC,CTY_CODE,Aug,Sep,Oct
02,MEAT AND EDIBLE MEAT OFFAL,0025,1013054.0,431283.0,1968943.0
02,MEAT AND EDIBLE MEAT OFFAL,0027,301394.0,206910.0,539094.0
02,MEAT AND EDIBLE MEAT OFFAL,4190,316791.0,150130.0,743016.0
02,MEAT AND EDIBLE MEAT OFFAL,4210,696263.0,154224.0,973673.0
02,MEAT AND EDIBLE MEAT OFFAL,5520,254921.0,118755.0,465713.0
02,MEAT AND EDIBLE MEAT OFFAL,5700,502502.0,85548.0,324132.0
02,MEAT AND EDIBLE MEAT OFFAL,5XXX,6048013.0,3910079.0,4075642.0
0201,"MEAT OF BOVINE ANIMALS, FRESH OR CHILLED",6141,665207.0,332896.0,570660.0
020130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",6141,659939.0,321698.0,547093.0
0202,"MEAT OF BOVINE ANIMALS, FROZEN",5880,1195048.0,111840.0,1259001.0
0202,"MEAT OF BOVINE ANIMALS, FROZEN",5XXX,1195048.0,111840.0,1259001.0
020230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",5880,926515.0,111840.0,1259001.0
020230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",5XXX,926515.0,111840.0,1259001.0
0203,"MEAT OF SWINE (PORK), FRESH, CHILLED OR FROZEN",0025,788769.0,126929.0,1503849.0
020329,"MEAT OF SWINE, NESOI, FROZEN",0025,788769.0,126929.0,1503849.0
0204,"MEAT OF SHEEP OR GOATS, FRESH, CHILLED OR FROZEN",0021,192224.0,35150.0,61908.0
0204,"MEAT OF SHEEP OR GOATS, FRESH, CHILLED OR FROZEN",0024,192224.0,35150.0,61908.0
0204,"MEAT OF SHEEP OR GOATS, FRESH, CHILLED OR FROZEN",3370,192224.0,35150.0,61908.0
0204,"MEAT OF SHEEP OR GOATS, FRESH, CHILLED OR FROZEN",3XXX,192224.0,35150.0,61908.0
0204,"MEAT OF SHEEP OR GOATS, FRESH, CHILLED OR FROZEN",6021,4824771.0,4131126.0,4584450.0
020422,"MEAT OF SHEEP, CUTS, BONE IN NESOI, FRESH, CHILLED",6141,10169.0,5106.0,14982.0
020423,"MEAT OF SHEEP, BONELESS, FRESH OR CHILLED",6141,14154.0,5099.0,19217.0
020442,"MEAT OF SHEEP, CUTS WITH BONE IN, NESOI, FROZEN",6021,1705317.0,1545727.0,1636684.0
020443,"MEAT OF SHEEP, BONELESS, FROZEN",0014,1585429.0,1187267.0,1871483.0
020443,"MEAT OF SHEEP, BONELESS, FROZEN",0022,1585429.0,1222417.0,1871483.0
020443,"MEAT OF SHEEP, BONELESS, FROZEN",0026,1585429.0,1222417.0,1871483.0
020443,"MEAT OF SHEEP, BONELESS, FROZEN",6021,1285658.0,925659.0,1605860.0
020443,"MEAT OF SHEEP, BONELESS, FROZEN",6141,299771.0,261608.0,265623.0
020443,"MEAT OF SHEEP, BONELESS, FROZEN",6XXX,1585429.0,1187267.0,1871483.0
0206,"ED OFFAL, BOVINE, SWINE, SHEEP, GOAT, HORSE, ETC.",0022,568363.0,428551.0,589180.0
0206,"ED OFFAL, BOVINE, SWINE, SHEEP, GOAT, HORSE, ETC.",6141,284572.0,12575.0,194359.0
020610,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHILLED",0014,59506.0,42569.0,56905.0
020610,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHILLED",0022,59506.0,42569.0,56905.0
020610,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHILLED",0026,59506.0,42569.0,56905.0
020610,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHILLED",6021,59506.0,42569.0,56905.0
020610,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHILLED",6XXX,59506.0,42569.0,56905.0
020690,"OFFAL OF SHEEP, GOATS, HORSES ETC, EDIBLE, FROZEN",0014,107198.0,12575.0,175300.0
020690,"OFFAL OF SHEEP, GOATS, HORSES ETC, EDIBLE, FROZEN",0022,107198.0,57166.0,175300.0
020690,"OFFAL OF SHEEP, GOATS, HORSES ETC, EDIBLE, FROZEN",0026,107198.0,57166.0,175300.0
020690,"OFFAL OF SHEEP, GOATS, HORSES ETC, EDIBLE, FROZEN",6141,107198.0,12575.0,136017.0
020690,"OFFAL OF SHEEP, GOATS, HORSES ETC, EDIBLE, FROZEN",6XXX,107198.0,12575.0,175300.0
0208,"MEAT & EDIBLE OFFAL NESOI, FRESH, CHILLD OR FROZEN",0026,1385593.0,1364398.0,1761096.0
0208,"MEAT & EDIBLE OFFAL NESOI, FRESH, CHILLD OR FROZEN",0027,301394.0,206910.0,539094.0
0208,"MEAT & EDIBLE OFFAL NESOI, FRESH, CHILLD OR FROZEN",5520,254921.0,118755.0,465713.0
0208,"MEAT & EDIBLE OFFAL NESOI, FRESH, CHILLD OR FROZEN",5700,198774.0,85548.0,324132.0
0208,"MEAT & EDIBLE OFFAL NESOI, FRESH, CHILLD OR FROZEN",5XXX,500168.0,292458.0,863226.0
020890,"MEAT & EDIBLE MEAT OFFAL NESOI, FRESH, CHLD, FROZN",0027,301394.0,206910.0,539094.0
020890,"MEAT & EDIBLE MEAT OFFAL NESOI, FRESH, CHLD, FROZN",5520,254921.0,118755.0,465713.0
020890,"MEAT & EDIBLE MEAT OFFAL NESOI, FRESH, CHLD, FROZN",5XXX,362209.0,292458.0,863226.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",0003,8028896.0,2389318.0,2966116.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",0017,604960.0,155980.0,800980.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",0021,22779462.0,21098920.0,21744547.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",0023,9925941.0,3903709.0,5378946.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",0025,7260594.0,1557015.0,2127573.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",0026,141107592.0,118423670.0,170829687.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",0027,90472465.0,59258110.0,103128403.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",0028,604960.0,155980.0,800980.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",1XXX,389200.0,55814.0,152422.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",2190,450077.0,111475.0,800980.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",2XXX,628006.0,182015.0,855060.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",3330,1380254.0,1194036.0,1661231.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",3510,617583.0,268901.0,602553.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",3XXX,23799868.0,20861091.0,20889487.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",4039,1154388.0,1035803.0,1663723.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",4210,4827700.0,742750.0,758428.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",4621,1925889.0,1258579.0,2277792.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",4700,2432894.0,432043.0,1287341.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",4XXX,11851830.0,5375390.0,7577972.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",5330,52641759.0,43285397.0,50623119.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",5380,1012865.0,482598.0,653942.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",5490,13699143.0,4815350.0,14903414.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",5520,38027668.0,19775931.0,28691204.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",5570,316151.0,181812.0,444018.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",5600,30764274.0,29556716.0,51925862.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",5650,3735479.0,3017800.0,5436954.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",5820,1127364.0,714815.0,1243453.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",5830,6562025.0,4861038.0,9785187.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",5XXX,189244017.0,150126203.0,211865640.0
03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",7XXX,291828.0,70564.0,193935.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",0021,1215140.0,577359.0,4081672.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",0023,1361017.0,291960.0,1183491.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",0024,976068.0,439849.0,4027592.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",0026,15326914.0,14984840.0,15467122.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",0027,5454765.0,3798620.0,5568701.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",3510,503870.0,268901.0,546226.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",3XXX,2624480.0,384035.0,4027592.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",4039,878135.0,118170.0,612795.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",4XXX,1361017.0,291960.0,1183491.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",5490,372012.0,87340.0,260594.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",5520,3606702.0,1698018.0,3126179.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",5700,4442818.0,4426937.0,5336447.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",5830,3031054.0,2252408.0,3265768.0
0303,"FISH, FROZEN (NO FISH FILLETS OR OTHER FISH MEAT)",5XXX,15719525.0,14316699.0,15936678.0
030323,"TILAPIAS, FROZEN",0027,247940.0,110382.0,236786.0
030323,"TILAPIAS, FROZEN",5490,183063.0,87340.0,186534.0
030323,"TILAPIAS, FROZEN",5520,61685.0,23042.0,47312.0
030342,"YELLOWFIN TUNA EXCEPT FILLETS, LIVER & ROES FROZEN",0026,2843546.0,2318424.0,3313402.0
030342,"YELLOWFIN TUNA EXCEPT FILLETS, LIVER & ROES FROZEN",0027,2834670.0,2318424.0,3313402.0
030342,"YELLOWFIN TUNA EXCEPT FILLETS, LIVER & ROES FROZEN",5520,1911906.0,825481.0,2240678.0
030342,"YELLOWFIN TUNA EXCEPT FILLETS, LIVER & ROES FROZEN",5XXX,2846124.0,2534376.0,3782958.0
030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS, FROZEN",0014,282217.0,226083.0,226911.0
030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS, FROZEN",0022,282217.0,226083.0,226911.0
030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS, FROZEN",0026,282217.0,226083.0,226911.0
030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS, FROZEN",5880,282217.0,226083.0,226911.0
030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS, FROZEN",5XXX,282217.0,226083.0,226911.0
030354,"MACKEREL, FROZEN",0022,901751.0,151416.0,741042.0
030354,"MACKEREL, FROZEN",0023,893633.0,118170.0,674072.0
030354,"MACKEREL, FROZEN",4039,839135.0,118170.0,612795.0
030354,"MACKEREL, FROZEN",4XXX,893633.0,118170.0,674072.0
030359,"ANCHOVIES, EXLCUDING LIVERS AND ROES",0014,89803.0,74866.0,118872.0
030359,"ANCHOVIES, EXLCUDING LIVERS AND ROES",0026,175235.0,90676.0,141620.0
030359,"ANCHOVIES, EXLCUDING LIVERS AND ROES",0027,85432.0,15810.0,22748.0
030359,"ANCHOVIES, EXLCUDING LIVERS AND ROES",5520,85432.0,15810.0,22748.0
030359,"ANCHOVIES, EXLCUDING LIVERS AND ROES",5830,83779.0,66857.0,110950.0
030359,"ANCHOVIES, EXLCUDING LIVERS AND ROES",5XXX,221003.0,90676.0,141620.0
030369,FISH BREGMACEROTIDAE EUCLICHTHYIDAE ETC FRZN NESOI,0014,141287.0,56653.0,318266.0
030369,FISH BREGMACEROTIDAE EUCLICHTHYIDAE ETC FRZN NESOI,0026,141287.0,56653.0,318266.0
030369,FISH BREGMACEROTIDAE EUCLICHTHYIDAE ETC FRZN NESOI,5700,141287.0,56653.0,318266.0
030369,FISH BREGMACEROTIDAE EUCLICHTHYIDAE ETC FRZN NESOI,5XXX,141287.0,56653.0,318266.0
030383,"TOOTHFISH, FROZEN",0021,365320.0,115134.0,3331450.0
030383,"TOOTHFISH, FROZEN",0024,365320.0,115134.0,3331450.0
030383,"TOOTHFISH, FROZEN",3XXX,2013732.0,115134.0,3331450.0
030389,"FISH, FROZEN, NESOI",0014,5600673.0,4768792.0,5130500.0
030389,"FISH, FROZEN, NESOI",0021,836678.0,436190.0,750222.0
030389,"FISH, FROZEN, NESOI",0024,597606.0,324715.0,696142.0
030389,"FISH, FROZEN, NESOI",0026,6691412.0,5388286.0,5715739.0
030389,"FISH, FROZEN, NESOI",0027,1572102.0,1047182.0,1621041.0
030389,"FISH, FROZEN, NESOI",3510,503870.0,268901.0,546226.0
030389,"FISH, FROZEN, NESOI",3XXX,597606.0,268901.0,696142.0
030389,"FISH, FROZEN, NESOI",5650,462016.0,348312.0,1013887.0
030389,"FISH, FROZEN, NESOI",5700,2452302.0,1955451.0,2514370.0
030389,"FISH, FROZEN, NESOI",5830,1608691.0,458843.0,851520.0
030389,"FISH, FROZEN, NESOI",5XXX,7013707.0,5478252.0,5715739.0
030391,"LIVERS, ROES AND MILT, FROZEN",0022,405547.0,72941.0,432631.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",0003,1471177.0,660441.0,1138630.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",0014,31962696.0,31209518.0,45551908.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",0023,1996117.0,1538454.0,2189558.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",0025,1127041.0,39620.0,525087.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",0026,51459518.0,45534030.0,61418414.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",0027,26714533.0,15209716.0,24538733.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",4XXX,2211815.0,1578074.0,3339050.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",5490,899203.0,509207.0,1203612.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",5520,15682257.0,8404007.0,9208335.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",5600,6389280.0,5061747.0,10333809.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",5650,2852142.0,1234755.0,3454504.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",5800,405445.0,102169.0,325867.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",5830,2096851.0,1279454.0,3465649.0
0304,"FISH FILLETS & OTH FISH MEAT, FRESH, CHILL OR FROZ",5XXX,48353269.0,39189377.0,55590992.0
030461,"TILAPIA FILLETS, FROZEN",0027,773637.0,573294.0,3129498.0
030461,"TILAPIA FILLETS, FROZEN",5600,773637.0,573294.0,3129498.0
030462,"CATFISH FILLETS, FROZEN",0026,8454711.0,5052094.0,5093304.0
030462,"CATFISH FILLETS, FROZEN",5XXX,8454711.0,5052094.0,5093304.0
030475,"ALASKA POLLOCK FILLETS, FROZEN",0014,439011.0,324063.0,636017.0
030475,"ALASKA POLLOCK FILLETS, FROZEN",0026,439011.0,324063.0,636017.0
030475,"ALASKA POLLOCK FILLETS, FROZEN",5700,439011.0,324063.0,636017.0
030475,"ALASKA POLLOCK FILLETS, FROZEN",5XXX,439011.0,324063.0,636017.0
030481,"PACIFIC, ATLANTIC AND DANUBE SALMON FILLETS FROZEN",0003,1029625.0,620821.0,973300.0
030481,"PACIFIC, ATLANTIC AND DANUBE SALMON FILLETS FROZEN",0023,1239462.0,1191821.0,2024228.0
030481,"PACIFIC, ATLANTIC AND DANUBE SALMON FILLETS FROZEN",4XXX,1239462.0,1191821.0,2024228.0
030483,"FLAT FISH FILLETS, FROZEN",0014,138177.0,52440.0,567042.0
030483,"FLAT FISH FILLETS, FROZEN",0026,447122.0,151049.0,1314751.0
030483,"FLAT FISH FILLETS, FROZEN",0027,308945.0,104492.0,747709.0
030483,"FLAT FISH FILLETS, FROZEN",5490,308945.0,98609.0,747709.0
030483,"FLAT FISH FILLETS, FROZEN",5700,138177.0,3690.0,538876.0
030483,"FLAT FISH FILLETS, FROZEN",5XXX,447122.0,151049.0,1314751.0
030487,"TUNA ( GENUS THUNNUS),SKIPJACK TUNA( STRP-BEL),FRZ",0014,9646619.0,5456210.0,11163541.0
030487,"TUNA ( GENUS THUNNUS),SKIPJACK TUNA( STRP-BEL),FRZ",0026,15137245.0,7419373.0,16015937.0
030487,"TUNA ( GENUS THUNNUS),SKIPJACK TUNA( STRP-BEL),FRZ",0027,13270033.0,6059976.0,14315499.0
030487,"TUNA ( GENUS THUNNUS),SKIPJACK TUNA( STRP-BEL),FRZ",5520,5080853.0,1626438.0,4518726.0
030487,"TUNA ( GENUS THUNNUS),SKIPJACK TUNA( STRP-BEL),FRZ",5600,5047684.0,2964055.0,6298654.0
030487,"TUNA ( GENUS THUNNUS),SKIPJACK TUNA( STRP-BEL),FRZ",5650,2731723.0,1132758.0,3164449.0
030487,"TUNA ( GENUS THUNNUS),SKIPJACK TUNA( STRP-BEL),FRZ",5830,1125631.0,484417.0,939879.0
030487,"TUNA ( GENUS THUNNUS),SKIPJACK TUNA( STRP-BEL),FRZ",5XXX,15137245.0,7419373.0,16015937.0
030489,"FISH FILLETS, FROZEN, NESOI",0021,567206.0,445105.0,676653.0
030489,"FISH FILLETS, FROZEN, NESOI",0024,537200.0,445105.0,676653.0
030489,"FISH FILLETS, FROZEN, NESOI",3XXX,537200.0,445105.0,676653.0
030489,"FISH FILLETS, FROZEN, NESOI",5490,180485.0,23253.0,51832.0
030489,"FISH FILLETS, FROZEN, NESOI",5650,51090.0,29582.0,163599.0
030489,"FISH FILLETS, FROZEN, NESOI",5830,848047.0,437605.0,2078828.0
030499,"FISH MEAT, FROZEN, NESOI",0014,798883.0,630565.0,822797.0
030499,"FISH MEAT, FROZEN, NESOI",0022,459555.0,53619.0,399103.0
030499,"FISH MEAT, FROZEN, NESOI",5880,392300.0,49916.0,399103.0
030499,"FISH MEAT, FROZEN, NESOI",5XXX,1587815.0,1136985.0,1414264.0
030549,"FISH INCLUDING FILLETS, SMOKED, NESOI",0022,44270.0,26929.0,49975.0
030554,"HERRING, ANCHVIES, ETC, DRIED W/NOT SALTD, NOT SMK",0014,42036.0,30534.0,46287.0
030554,"HERRING, ANCHVIES, ETC, DRIED W/NOT SALTD, NOT SMK",0026,42036.0,30534.0,46287.0
030554,"HERRING, ANCHVIES, ETC, DRIED W/NOT SALTD, NOT SMK",0027,5356.0,4406.0,27194.0
030554,"HERRING, ANCHVIES, ETC, DRIED W/NOT SALTD, NOT SMK",5XXX,42036.0,30534.0,48633.0
030559,"FISH, DRIED, WHETHER SALTED BUT NOT SMOKED NESOI",0027,91224.0,12364.0,155975.0
030559,"FISH, DRIED, WHETHER SALTED BUT NOT SMOKED NESOI",5650,34464.0,8169.0,77260.0
030559,"FISH, DRIED, WHETHER SALTED BUT NOT SMOKED NESOI",5XXX,299894.0,264478.0,374034.0
0306,CRUSTACEANS,0026,54714895.0,39853536.0,69724558.0
0306,CRUSTACEANS,0027,53797320.0,37389948.0,67262581.0
0306,CRUSTACEANS,4XXX,1710191.0,1432061.0,1481189.0
0306,CRUSTACEANS,5330,50874349.0,42832339.0,49967827.0
0306,CRUSTACEANS,5380,1012865.0,482598.0,653942.0
0306,CRUSTACEANS,5490,10728171.0,4000807.0,11804323.0
0306,CRUSTACEANS,5520,17813860.0,9149441.0,15395555.0
0306,CRUSTACEANS,5700,637221.0,511550.0,1772045.0
0306,CRUSTACEANS,5XXX,106923985.0,82187865.0,120316336.0
030614,"CRABS, INCLUDING IN SHELL, FROZEN",0026,3938196.0,2148231.0,2605005.0
030614,"CRABS, INCLUDING IN SHELL, FROZEN",5XXX,4810019.0,3147841.0,3482947.0
030617,"SHRIMPS AND PRAWNS, FROZEN, NESOI",0026,47653365.0,35928968.0,65218116.0
030617,"SHRIMPS AND PRAWNS, FROZEN, NESOI",0027,47080340.0,35245744.0,64879173.0
030617,"SHRIMPS AND PRAWNS, FROZEN, NESOI",5330,50062649.0,42832339.0,49967827.0
030617,"SHRIMPS AND PRAWNS, FROZEN, NESOI",5490,9621506.0,4000807.0,10967196.0
030617,"SHRIMPS AND PRAWNS, FROZEN, NESOI",5520,16783476.0,9107861.0,15183120.0
030617,"SHRIMPS AND PRAWNS, FROZEN, NESOI",5XXX,97952854.0,78357187.0,115058682.0
030619,"CRUSTACEANS, FROZEN, NESOI",0014,586608.0,248369.0,577958.0
030619,"CRUSTACEANS, FROZEN, NESOI",0026,595477.0,289949.0,610430.0
030619,"CRUSTACEANS, FROZEN, NESOI",5700,558049.0,174816.0,517936.0
030619,"CRUSTACEANS, FROZEN, NESOI",5XXX,595477.0,289949.0,610430.0
030695,"SHRIMPS AND PRAWNS DRIED, SALTED OR IN BRINE, SMOK",0026,2145567.0,388068.0,669702.0
030695,"SHRIMPS AND PRAWNS DRIED, SALTED OR IN BRINE, SMOK",0027,2085672.0,112506.0,511177.0
030695,"SHRIMPS AND PRAWNS DRIED, SALTED OR IN BRINE, SMOK",5XXX,2657935.0,388068.0,669702.0
0307,MOLLUSCS,0003,2222223.0,442521.0,1103073.0
0307,MOLLUSCS,0014,15007546.0,13720894.0,19179362.0
0307,MOLLUSCS,0022,9280777.0,8579334.0,10557853.0
0307,MOLLUSCS,0023,2222223.0,442521.0,1255495.0
0307,MOLLUSCS,0025,2222223.0,442521.0,1103073.0
0307,MOLLUSCS,0026,18056475.0,15569949.0,22407131.0
0307,MOLLUSCS,0027,3949885.0,2593096.0,5544750.0
0307,MOLLUSCS,3330,333640.0,139991.0,462799.0
0307,MOLLUSCS,4700,2222223.0,432043.0,1103073.0
0307,MOLLUSCS,4XXX,2222223.0,442521.0,1103073.0
0307,MOLLUSCS,5490,1699757.0,217996.0,1634885.0
0307,MOLLUSCS,5520,722543.0,524465.0,885885.0
0307,MOLLUSCS,5570,184528.0,181812.0,298771.0
0307,MOLLUSCS,5600,975553.0,757898.0,2154962.0
0307,MOLLUSCS,5700,4251130.0,3148860.0,3453628.0
0307,MOLLUSCS,5820,1055776.0,502215.0,1010360.0
0307,MOLLUSCS,5830,1407490.0,1048974.0,2480814.0
0307,MOLLUSCS,5880,2579025.0,2466754.0,4683941.0
0307,MOLLUSCS,5XXX,16685431.0,12041077.0,18208041.0
030719,"OYSTERS, NESOI",0014,107628.0,53632.0,492292.0
030719,"OYSTERS, NESOI",0026,107628.0,53632.0,492292.0
030719,"OYSTERS, NESOI",5820,57600.0,2520.0,492292.0
030719,"OYSTERS, NESOI",5XXX,107628.0,53632.0,492292.0
030722,"SCALLOPS, FROZEN",0021,295431.0,20134.0,115621.0
030722,"SCALLOPS, FROZEN",0024,295431.0,20134.0,115621.0
030722,"SCALLOPS, FROZEN",0026,2916111.0,2566778.0,3470848.0
030722,"SCALLOPS, FROZEN",3330,295431.0,20134.0,115621.0
030722,"SCALLOPS, FROZEN",3XXX,295431.0,20134.0,115621.0
030722,"SCALLOPS, FROZEN",5XXX,2620680.0,2546644.0,3355227.0
030729,"SCALLOPS, NESOI",0014,1318859.0,188262.0,1504157.0
030729,"SCALLOPS, NESOI",0022,435603.0,4650.0,1110929.0
030729,"SCALLOPS, NESOI",0026,1318859.0,188262.0,1504157.0
030729,"SCALLOPS, NESOI",5820,774576.0,183612.0,393228.0
030729,"SCALLOPS, NESOI",5880,435603.0,4650.0,1110929.0
030729,"SCALLOPS, NESOI",5XXX,1318859.0,188262.0,1504157.0
030739,"MUSSELS, FROZEN, DRIED, SALTED OR IN BRINE",0014,97286.0,5250.0,107813.0
030739,"MUSSELS, FROZEN, DRIED, SALTED OR IN BRINE",0022,97286.0,5250.0,107813.0
030739,"MUSSELS, FROZEN, DRIED, SALTED OR IN BRINE",0026,97286.0,5250.0,107813.0
030739,"MUSSELS, FROZEN, DRIED, SALTED OR IN BRINE",6141,97286.0,5250.0,100673.0
030739,"MUSSELS, FROZEN, DRIED, SALTED OR IN BRINE",6XXX,97286.0,5250.0,100673.0
030743,"SQUID, FROZEN",0014,4102296.0,3736414.0,5808436.0
030743,"SQUID, FROZEN",0022,587328.0,529811.0,1372175.0
030743,"SQUID, FROZEN",0026,5918621.0,4081721.0,7501833.0
030743,"SQUID, FROZEN",0027,1863223.0,349036.0,1956808.0
030743,"SQUID, FROZEN",5490,1410763.0,132408.0,1335550.0
030743,"SQUID, FROZEN",5520,367353.0,93042.0,357847.0
030743,"SQUID, FROZEN",5700,2518979.0,2271605.0,2694765.0
030743,"SQUID, FROZEN",5830,910882.0,811412.0,1650398.0
030743,"SQUID, FROZEN",5880,138908.0,122236.0,154610.0
030743,"SQUID, FROZEN",5XXX,6320383.0,3921886.0,6638035.0
030743,"SQUID, FROZEN",6141,346637.0,259139.0,863798.0
030743,"SQUID, FROZEN",6XXX,613948.0,364043.0,863798.0
030749,"CUTTLE FISH & SQUID, DRIED, SALTED OR IN BRINE",0014,1462622.0,1106643.0,2117467.0
030749,"CUTTLE FISH & SQUID, DRIED, SALTED OR IN BRINE",0026,1615215.0,1175121.0,2524874.0
030749,"CUTTLE FISH & SQUID, DRIED, SALTED OR IN BRINE",0027,152593.0,114272.0,407407.0
030749,"CUTTLE FISH & SQUID, DRIED, SALTED OR IN BRINE",5520,75469.0,68478.0,143257.0
030749,"CUTTLE FISH & SQUID, DRIED, SALTED OR IN BRINE",5830,496608.0,237562.0,830416.0
030749,"CUTTLE FISH & SQUID, DRIED, SALTED OR IN BRINE",5880,147124.0,39091.0,112110.0
030749,"CUTTLE FISH & SQUID, DRIED, SALTED OR IN BRINE",5XXX,1777885.0,1419157.0,2034503.0
030752,"OCTOPUS, FROZEN",0003,1522991.0,432043.0,438198.0
030752,"OCTOPUS, FROZEN",0022,1578635.0,536941.0,578878.0
030752,"OCTOPUS, FROZEN",0023,1522991.0,432043.0,438198.0
030752,"OCTOPUS, FROZEN",0025,1522991.0,432043.0,438198.0
030752,"OCTOPUS, FROZEN",4700,1522991.0,432043.0,438198.0
030752,"OCTOPUS, FROZEN",4XXX,1522991.0,432043.0,438198.0
030752,"OCTOPUS, FROZEN",5330,186620.0,34154.0,173094.0
030752,"OCTOPUS, FROZEN",5570,108747.0,77035.0,142295.0
030752,"OCTOPUS, FROZEN",5600,862332.0,537449.0,1560698.0
030752,"OCTOPUS, FROZEN",5700,56448.0,44894.0,59090.0
030759,"OCTOPUS, FROZEN, DRIED, SALTED OR IN BRINE",5XXX,259749.0,207095.0,692041.0
030779,"CLAMS, COCKLES AND ARK SHELLS, NESOI",0014,105063.0,30730.0,67231.0
