shock_event,shock_node,shock_date,target_node,target_country,observation_date,months_after_shock,shock_yoy_change,shock_value,shock_expected,shock_dev_abs,shock_dev_pct,shock_dev_z,shock_dev_abs_weighted,shock_resid_std,shock_yoy_actual,shock_yoy_expected,shock_yoy_dev,shock_logyoy_actual,shock_logyoy_expected,shock_logyoy_dev,export_baseline,export_observed,yoy_change,prop_expected,prop_dev_abs,prop_dev_pct,prop_dev_z,prop_resid_std,prop_yoy_actual,prop_yoy_expected,prop_yoy_dev,prop_logyoy_actual,prop_logyoy_expected,prop_logyoy_dev,icio_edge_value,is_domestic,supplier_hhi,shocked_supplier_share,target_log_gdp_per_capita,target_gdp_growth,target_inflation,target_unemployment_rate
2011_japan_earthquake,JPN_C29,2011-03,USA_C29,USA,2011-04,1,-0.3642335597660213,-739356270.4285493,3844652464.0,-1646773351.0,-0.4283282732106004,,-966944238.554232,0.0,-0.3642335597660213,0.0,-0.3642335597660213,-0.4529240152591143,0.0,-0.4529240152591143,10650365373.0,12523754614.0,0.1758990584256644,10816296544.0,1707458070.0,0.1578597686420828,,0.0,0.1758990584256644,0.0,0.1758990584256644,0.162033011106331,0.0,0.162033011106331,7684.94287109375,False,0.0893258770917755,0.0215174895371092,10.792275733004598,2.69519257744442,1.21525703756249,9.633
2011_japan_earthquake,JPN_C29,2011-03,USA_C29,USA,2011-05,2,-0.4127756698933908,-841085278.2082642,3844652464.0,-1806848597.0,-0.469964090101435,,-1060936430.4735748,0.0,-0.4127756698933908,0.0,-0.4127756698933908,-0.5323483682323804,0.0,-0.5323483682323804,10776034810.0,12715418495.0,0.1799719209518774,10816296544.0,1899121951.0,0.1755796860112418,,0.0,0.1799719209518774,0.0,0.1799719209518774,0.1654906423768025,0.0,0.1654906423768025,7684.94287109375,False,0.0893258770917755,0.0215174895371092,10.792275733004598,2.69519257744442,1.21525703756249,9.633
2011_japan_earthquake,JPN_C29,2011-03,USA_C29,USA,2011-06,3,-0.3174811478339236,-782595912.1905457,3844652464.0,-979374991.0,-0.2547369366075425,,-575064567.5414218,0.0,-0.3174811478339236,0.0,-0.3174811478339236,-0.3819651299723468,0.0,-0.3819651299723468,10799940009.0,12380200654.0,0.1463212428664519,10816296544.0,1563904110.0,0.1445877619606802,,0.0,0.1463212428664519,0.0,0.1463212428664519,0.1365578956367557,0.0,0.1365578956367557,7684.94287109375,False,0.0893258770917755,0.0215174895371092,10.792275733004598,2.69519257744442,1.21525703756249,9.633
2011_japan_earthquake,JPN_C29,2011-03,USA_C29,USA,2011-07,4,-0.0267364823617679,-63788201.089662395,3844652464.0,109914477.0,0.0285889239740656,,64539039.45209741,0.0,-0.0267364823617679,0.0,-0.0267364823617679,-0.0271004034076405,0.0,-0.0271004034076405,8778806945.0,11261143485.0,0.2827646803890389,10816296544.0,444846941.0,0.041127472715859,,0.0,0.2827646803890389,0.0,0.2827646803890389,0.2490176552155567,0.0,0.2490176552155567,7684.94287109375,False,0.0893258770917755,0.0215174895371092,10.792275733004598,2.69519257744442,1.21525703756249,9.633
2011_japan_earthquake,JPN_C29,2011-03,CHN_C29,CHN,2011-04,1,-0.212266926243698,-262019936.51255628,1585852004.0,-135589232.0,-0.0854992973228288,,-90909566.75964922,0.0,-0.212266926243698,0.0,-0.212266926243698,-0.2385959852508108,0.0,-0.2385959852508108,5365551767.0,7745080412.0,0.4434825621541711,4431386115.0,3313694297.0,0.7477782822361893,,0.0,0.4434825621541711,0.0,0.4434825621541711,0.3670586397371949,0.0,0.3670586397371949,3854.80810546875,False,0.1420345497811106,0.0079407038392692,8.440365173125944,10.5962719761682,6.92845731295996,4.53
2011_japan_earthquake,JPN_C29,2011-03,CHN_C29,CHN,2011-05,2,-0.1211919124250194,-119027734.53693178,1585852004.0,-298538910.0,-0.1882514315629669,,-200163704.5115641,0.0,-0.1211919124250194,0.0,-0.1211919124250194,-0.1291887354442593,0.0,-0.1291887354442593,5820057537.0,7493523252.0,0.2875342218459583,4431386115.0,3062137137.0,0.6910111323034643,,0.0,0.2875342218459583,0.0,0.2875342218459583,0.2527289332386715,0.0,0.2527289332386715,3854.80810546875,False,0.1420345497811106,0.0079407038392692,8.440365173125944,10.5962719761682,6.92845731295996,4.53
2011_japan_earthquake,JPN_C29,2011-03,CHN_C29,CHN,2011-06,3,-0.0233967093977387,-26972881.777031235,1585852004.0,93363224.0,0.0588725957810121,,62597966.814386,0.0,-0.0233967093977387,0.0,-0.0233967093977387,-0.0236747578989913,0.0,-0.0236747578989913,6223336828.0,7594672813.0,0.2203538106486689,4431386115.0,3163286698.0,0.7138368483153493,,0.0,0.2203538106486689,0.0,0.2203538106486689,0.1991408254001676,0.0,0.1991408254001676,3854.80810546875,False,0.1420345497811106,0.0079407038392692,8.440365173125944,10.5962719761682,6.92845731295996,4.53
2011_japan_earthquake,JPN_C29,2011-03,USA_G,USA,2011-04,1,-0.3642335597660213,-168631412.0801621,3844652464.0,-1646773351.0,-0.4283282732106004,,-220539378.47266147,0.0,-0.3642335597660213,0.0,-0.3642335597660213,-0.4529240152591143,0.0,-0.4529240152591143,102137719916.0,123752794272.0,0.2116267562441833,109745138312.0,14007655960.0,0.127638054636889,,0.0,0.2116267562441833,0.0,0.2116267562441833,0.1919638833227139,0.0,0.1919638833227139,1752.771728515625,False,0.0950629042010858,0.0017079360019392,10.792275733004598,2.69519257744442,1.21525703756249,9.633
2011_japan_earthquake,JPN_C29,2011-03,USA_G,USA,2011-05,2,-0.4127756698933908,-191833631.2504463,3844652464.0,-1806848597.0,-0.469964090101435,,-241976994.79081523,0.0,-0.4127756698933908,0.0,-0.4127756698933908,-0.5323483682323804,0.0,-0.5323483682323804,105311563308.0,123812686212.0,0.1756798809442283,109745138312.0,14067547900.0,0.1281837912492001,,0.0,0.1756798809442283,0.0,0.1756798809442283,0.1618466023376861,0.0,0.1618466023376861,1752.771728515625,False,0.0950629042010858,0.0017079360019392,10.792275733004598,2.69519257744442,1.21525703756249,9.633
2011_japan_earthquake,JPN_C29,2011-03,USA_G,USA,2011-06,3,-0.3174811478339236,-178493453.07420063,3844652464.0,-979374991.0,-0.2547369366075425,,-131159975.15726644,0.0,-0.3174811478339236,0.0,-0.3174811478339236,-0.3819651299723468,0.0,-0.3819651299723468,106917060044.0,122880455194.0,0.1493063421630797,109745138312.0,13135316882.0,0.1196892826783537,,0.0,0.1493063421630797,0.0,0.1493063421630797,0.139158579659508,0.0,0.139158579659508,1752.771728515625,False,0.0950629042010858,0.0017079360019392,10.792275733004598,2.69519257744442,1.21525703756249,9.633
2011_japan_earthquake,JPN_C29,2011-03,USA_G,USA,2011-07,4,-0.0267364823617679,-14548729.55573672,3844652464.0,109914477.0,0.0285889239740656,,14719979.78835865,0.0,-0.0267364823617679,0.0,-0.0267364823617679,-0.0271004034076405,0.0,-0.0271004034076405,104004950680.0,120429505660.0,0.1579208958094186,109745138312.0,10684367348.0,0.097356179165084,,0.0,0.1579208958094186,0.0,0.1579208958094186,0.146626065770782,0.0,0.146626065770782,1752.771728515625,False,0.0950629042010858,0.0017079360019392,10.792275733004598,2.69519257744442,1.21525703756249,9.633
2011_japan_earthquake,JPN_C29,2011-03,CAN_C29,CAN,2011-03,0,-0.0167458358096258,-7620468.73080756,582693616.765,-35761124.89099991,-0.0613720896575778,,-29256212.23982192,0.0,-0.0167458358096258,0.0,-0.0167458358096258,-0.0168876325197864,0.0,-0.0168876325197864,4973685605.948001,5397587540.88,0.0852289365506049,4505164840.376,892422700.5039997,0.1980888007706102,,0.0,0.0852289365506049,0.0,0.0852289365506049,0.0817909661480911,0.0,0.0817909661480911,1158.798583984375,False,0.0795924270090925,0.0239745565635986,10.76978239226268,3.09080634469335,2.84863779561802,8.178
2011_japan_earthquake,JPN_C29,2011-03,CAN_C29,CAN,2011-04,1,-0.5331769719875231,-222812351.55235067,582693616.765,-344234888.737,-0.5907648184789189,,-281618908.6875103,0.0,-0.5331769719875231,0.0,-0.5331769719875231,-0.7618050459043069,0.0,-0.7618050459043069,4607919081.815,4870502424.465,0.0569852330276972,4505164840.376,365337584.08899975,0.0810930558666325,,0.0,0.0569852330276972,0.0,0.0569852330276972,0.0554207361333034,0.0,0.0554207361333034,1158.798583984375,False,0.0795924270090925,0.0239745565635986,10.76978239226268,3.09080634469335,2.84863779561802,8.178
2011_japan_earthquake,JPN_C29,2011-03,CAN_C29,CAN,2011-05,2,-0.2608328108551719,-90909517.45228475,582693616.765,-267786203.028,-0.4595660486461069,,-219076162.02126,0.0,-0.2608328108551719,0.0,-0.2608328108551719,-0.302231145790909,0.0,-0.302231145790909,4741371939.601,4789176565.07,0.0100824457726517,4505164840.376,284011724.6939993,0.0630413613612184,,0.0,0.0100824457726517,0.0,0.0100824457726517,0.0100319569974303,0.0,0.0100319569974303,1158.798583984375,False,0.0795924270090925,0.0239745565635986,10.76978239226268,3.09080634469335,2.84863779561802,8.178
2011_japan_earthquake,JPN_C29,2011-03,CAN_C29,CAN,2011-06,3,-0.4447127466090299,-215731309.71713075,582693616.765,-253429517.857,-0.4349275683917574,,-207330943.44373176,0.0,-0.4447127466090299,0.0,-0.4447127466090299,-0.5882697241027124,0.0,-0.5882697241027124,5207503756.669,4823614062.493,-0.0737185630801265,4505164840.376,318449222.1169996,0.0706853652197156,,0.0,-0.0737185630801265,0.0,-0.0737185630801265,-0.0765771629380438,0.0,-0.0765771629380438,1158.798583984375,False,0.0795924270090925,0.0239745565635986,10.76978239226268,3.09080634469335,2.84863779561802,8.178
